Title,Ingredients,Instructions,Category,Duration,ingredient_tags
Ceviche,"450g/1lb haddock fillets
1 teaspoon coriander seeds
1 teaspoon black peppercorns
juice of 6 limes
1 teaspoon salt
2 tablespoons olive oil
1 bunch of spring onions,
finely chopped
4 tomatoes, chopped
Tabasco sauce, to taste
2 tablespoons chopped fresh
coriander leaves
1 avocado","• To skin the haddock fillets, put them skin side down on a board, dip
your fingers in salt, then grip the tail end of the skin. Using a sharp
knife, flake off the flesh of the fish by working away from you with a
sawing action.
• Wash the fillets, then pat them dry with kitchen paper. Cut diagonally
into thin even strips, and put in a bowl.
• Crush the coriander seeds and peppercorns to a fine powder using a
mortar and pestle. Mix with the lime juice and salt, then pour over the
fish. Cover and chill in the refrigerator for 24 hours, turning the fish
occasionally.
• The next day, heat the oil in a pan, add the spring onions and fry gently
for 5 minutes. Add the tomatoes and Tabasco sauce to taste, and toss
together briskly over the heat for 1–2 minutes. Remove from the heat and
leave to cool for 20–30 minutes.
• To serve, drain the fish from the marinade, discarding the marinade.
Combine the fish with the spring onion and tomato mixture and the
chopped coriander. Halve the avocado, peel and remove the stone.
Slice the flesh widthways. Arrange the slices around the edge of a
serving bowl, and pile the ceviche in the centre. Serve chilled.",Seafood,15,"haddock fillets, coriander, black peppercorns, lime juice, salt, olive oil, onion, tomato, tabasco sauce, coriander leaves, avocado"
Fresh baked sardines,"2 tablespoons olive oil
2 large onions, sliced into rings
3 garlic cloves, chopped
2 large courgettes, cut into sticks
3 tablespoons fresh thyme leaves
8 sardine fillets
75g/3oz Parmesan cheese,
freshly grated
4 eggs, beaten
150ml/5fl oz milk
salt and freshly ground black pepper","• Preheat the oven to 180°C/350°F/Gas mark 4.
• Heat 1 tablespoon of the oil in a frying pan. Add the onions and garlic,
and sauté for 2–3 minutes. Add the courgettes and cook for about
5 minutes until golden. Stir 2 tablespoons of the thyme into the mixture.
• Put half of the onions and half of the courgettes in the bottom of a large
ovenproof dish. Top with the sardine fillets and half of the Parmesan. Put
the remaining onions and courgettes on top, and sprinkle with the
remaining thyme.
• Mix the eggs and milk together in a bowl, and season with salt and
pepper. Pour the mixture over the vegetables and sardines in the dish.
Sprinkle the remaining Parmesan over the top.
• Bake in the oven for 20–25 minutes until golden and set. Serve
immediately.",Seafood,25,"olive oil, onion, garlic, courgettes, thyme leaves, sardine fillets, parmesan, egg, milk, salt, black pepper"
Ocean pie,"500g/1lb 2oz cod fillet, skinned
225g/8oz salmon steak
450ml/3⁄4pt skimmed milk
1 bay leaf
900g/2lb potatoes, coarsely
chopped
50g/2oz peeled and deveined
prawns
50g/2oz margarine
25g/1oz plain flour
3 tablespoons white wine
1 teaspoon chopped fresh dill
2 tablespoons rinsed and
drained capers
salt and freshly ground black pepper","• Preheat the oven to 200°C/400°F/Gas mark 6.
• Put the cod and salmon into a saucepan with 300ml/10fl oz of the milk
and the bay leaf. Season with salt and pepper. Bring to the boil, cover
and simmer gently for 10–15 minutes until tender.
• Cook the potatoes in salted boiling water for about 15 minutes until
tender.
• Drain the fish, reserving the cooking liquid. Flake the fish, discarding
any bones, and put in a shallow ovenproof dish. Add the prawns.
• Melt half of the margarine in a saucepan, add the flour and cook,
stirring, for 1 minute. Gradually stir in the reserved cooking liquid and
the wine, and bring to the boil. Add the dill, capers and salt and pepper
to taste, and simmer until thickened. Pour over the fish and mix well.
• Drain the potatoes and mash them, adding the remaining margarine and
the remaining milk. Season with salt and pepper.
• Spread the mashed potatoes over the fish, and cook in the oven for
about 25 minutes or until piping hot and browned. Serve immediately.",Seafood,50,"cod fillet, salmon steak, milk, bay leaf, potato, prawns, margarine, flour, white wine, dill, capers, salt, black pepper"
Skate with black butter,"175g/6oz butter, chopped, plus a
little extra
900g/2lb small skate wings
600ml/1pt fish stock
75ml/3fl oz malt vinegar","• To clarify the butter, melt in a pan over a low heat without stirring.
Remove from the heat and cool slightly. Skim off the foamy mixture from
the surface. Pour off the clear yellow liquid and reserve. Discard the
milky sediment left in the pan.
• Pat the skate dry with kitchen paper. Cut fillets from either side of the
cartilage using a sharp knife, cutting close to the cartilage. Place skin
side down on a chopping board and, using a sawing motion, cut along
the length of the wing. Cut into similar-sized pieces.
• Put the stock and vinegar in a large heavy pan, and bring to the boil.
Add the skate and poach for 8 minutes. Drain well and pat dry with
kitchen paper.
• Melt a little butter in a frying pan, and cook the skate for 1–2 minutes on
each side until tender. Put on a serving dish and keep warm.
• Heat the clarified butter in a pan until brown and foaming. Pour over the
skate, and serve immediately.",Seafood,25,"butter, skate wings, fish stock, vinegar"
Smoked fish with white sauce,"900g/2lb haddock fillets, cut into
serving-sized pieces
225ml/8fl oz milk
225ml/8fl oz water
For the white sauce
600ml/1pt milk
1 onion, halved
1 bay leaf
pinch of ground white pepper
50g/2oz butter
40g/1.5oz plain flour
1–2 tablespoons chopped fresh
flat-leaf parsley
salt and freshly ground black pepper","• For the white sauce, combine the milk in a small pan with the onion, bay
leaf and white pepper. Heat slowly to a simmer, then remove from the
heat and allow to stand for 3 minutes before straining into a jug. Melt
the butter in a pan over a low heat, stir in the flour and cook for
1 minute or until pale and foaming.
• Remove from the heat and gradually stir in the milk.
• Return to the heat and stir constantly until the sauce boils and thickens.
Reduce the heat and simmer for 2 minutes. Remove from the heat and
season with salt and pepper. Stir in the parsley. Keep warm.
• Put the haddock pieces in a large frying pan. Combine the milk with
225ml/8fl oz water. Pour into the pan to cover the haddock. Bring to
the boil, reduce the heat to low and gently cook the fish until it flakes
easily at the thickest part when tested with a fork.
• Lift the haddock out of the pan using a slotted spoon. Drain on kitchen
paper, and place on serving plates. Top with the white sauce, and serve
immediately.",Seafood,30,"haddock fillet, milk, onion, bay leaf, white pepper, butter, flour, parsley, salt, black pepper"
Stuffed crabs,"6 cooked medium blue
swimmer crabs
50g/2oz butter
2 garlic cloves, finely chopped
1⁄2 red pepper, seeded and
finely chopped 1⁄2 green pepper, seeded and
finely chopped
1 small onion, finely chopped
1 celery stick, finely chopped
1⁄2 fresh red chilli, finely chopped
1⁄4 teaspoon celery salt
1⁄4 teaspoon dried thyme
175ml/6fl oz canned condensed
seafood bisque
75g/3oz fresh breadcrumbs
salt and freshly ground black pepper","• Preheat the oven to 200°C/400°F/Gas mark 6.
• Pull away the crab legs and claws, crack open and extract the meat
from the legs.
• Reserve 2 front claws on each crab. Lift the flap on the underside of the
crab and prise off the top shell. Remove the soft organs and pull off the
gills. Scrub the crab back shells and set aside. Shred the crab meat,
picking out the shell fragments.
• Melt the butter in a pan, and add the chopped garlic, peppers, onion,
celery and chilli. Cook, stirring, over a medium heat, for about 5
minutes. Add the celery salt, thyme and bisque, and cook for 3 minutes.
Add the crab meat with half the breadcrumbs. Stir until combined and
season with salt and pepper.
• Spoon the mixture into the crab shells, smooth the tops and press the
remaining crumbs over the surface. Put the crabs on a baking tray, and
bake in the oven for about 15 minutes until heated through and golden,
adding the extra claws close to the end of cooking to warm through.
Serve hot.",Seafood,40,"crab, butter, garlic, red pepper, green pepper, onion, celery stick, red chilli, celery salt, dried thyme, canned seafood bisque, breadcrumbs, salt, black pepper"
Prawn & spinach lasagne,"225g/8oz fresh egg lasagne,
unrolled
1.5 teaspoons salt
For the filling
900g/2lb fresh spinach, stems
removed
50g/2oz butter
1 large onion, finely chopped
450g/1lb raw prawns, peeled
and deveined 1⁄2 teaspoon salt
125ml/4fl oz plain tomato sauce
600ml/1pt béchamel sauce
50g/2oz Parmesan cheese, grated","• Roll the lasagne as thinly as possible. With a knife, cut into sheets of
8 x 11cm/31
⁄2 x 41
⁄2in and let them rest on dry tea towels for at least
15 minutes.
• Bring a large saucepan of water to the boil. Add the salt, and slip in the
pasta, two or three pieces at a time, leaving to cook for 1 minute.
Remove with a slotted spoon, and immerse immediately in cold water.
Lay the pasta on damp tea towels.
• To make the filling, put the spinach in a large deep pan with no water.
Cook, tossing occasionally, for 5–10 minutes. Remove from the heat,
chop finely and set aside.
• Warm the butter in a frying pan and add the onion. Sauté over a
medium heat for 4 minutes. Add the prawns and sauté quickly, stirring to
cook evenly. Remove the pan from the heat and stir in the chopped
spinach and salt.
• Preheat the oven to 200°C/400°F/Gas mark 6.
• Combine the tomato and béchamel sauces. Select a 25 x 35cm/
10 x 14in baking dish. Smear a very thin layer of sauce on the bottom
of the baking dish. Carefully place a layer of the pasta over the sauce,
to cover the entire area. Smear a thin layer of sauce over the pasta.
Spoon some of the spinach and prawn mixture over it, and sprinkle with
some Parmesan. Repeat the process of layering, ending with a layer of
pasta, topped with sauce and cheese.
• Bake for about 20 minutes or until the sauce forms a light golden crust.
Remove the dish from the oven and leave to stand for 10 minutes before
serving, cut into slices.",Seafood,50,"egg lasagne, salt, spinach, butter, onion, prawns, salt, tomato sauce, bechamel, parmesan"
Baked stuffed lobster,"50ml/2fl oz vegetable oil
1 large onion, finely chopped
4 garlic cloves, finely chopped
250ml/9oz tomato purée
150ml/5fl oz red wine
225g/8oz cooked canned clams,
with their juice
450g/1lb dried white breadcrumbs
1.5 teaspoons dried oregano
1 teaspoon garlic salt
1 tablespoon freshly grated
Parmesan cheese
1 tablespoon chopped fresh
flat-leaf parsley
3 or 4 medium or large lobsters,
halved, intestines removed","• Preheat the oven to 200°C/400°F/Gas mark 6.
• Heat the oil and sauté the onion and garlic in a frying pan over a
medium heat for about 5 minutes until they are translucent. Add the
tomato purée and cook for 3 minutes, then add the wine and the clams
and their juice. Cook for 5 minutes.
• In a large mixing bowl, mix together the breadcrumbs, oregano, garlic
salt, Parmesan and parsley. Make a well in the middle, and pour in the
sauce. Stir and mix into a very soft dough. Cover and set aside.
• Put each lobster on a chopping board, and stuff carefully with the
prepared mixture, making sure that the holes are well filled. Push the
halves together to encase the stuffing. Repeat the exercise with the
remaining lobsters and stuffing.
• Lightly grease a baking tray, and place the lobsters on it. Bake in the
oven for 45–60 minutes, checking halfway through. Serve hot with a
crisp green salad.",Seafood,45,"vegetable oil, onion, garlic, tomato puree, red wine, clams, breadcrumbs, oregano, garlic, salt, parmesan, parsley, lobster"
Prawn gumbo,"50ml/2fl oz vegetable oil, plus
2 tablespoons extra
6 rashers bacon, finely chopped
2.5 tablespoons plain flour
2 onions, finely chopped
1⁄2 teaspoon cayenne pepper
1 red pepper, seeded and chopped
1 green pepper, seeded
and chopped
16 okra, trimmed, halved lengthways
1 bay leaf
850g/1.75lb canned tomatoes
900g/2lb raw prawns, peeled and
deveined, but with tails left intact
1 teaspoon Tabasco sauce
salt and freshly ground black pepper","• Heat the 50ml/2fl oz oil in a large saucepan, add the bacon and cook
over a medium heat for 5 minutes. Stir in the flour and cook, stirring,
until the flour turns nutty brown. Remove from the pan. This mixture,
known as a roux, will be used to thicken and flavour the gumbo.
• Heat the extra 2 tablespoons oil in the saucepan, add the onion,
cayenne and peppers, and cook, stirring, over a medium heat for
5 minutes or until the onion is golden brown.
• Add the okra, bay leaf and tomatoes to the saucepan, and bring to the
boil. Reduce the heat and simmer for 30 minutes. You may need to add
water if the mixture is too thick.
• Stir the prawns and the roux into the mixture, add the Tabasco and
season with salt and pepper. Cook for 5 minutes or until the prawns are
cooked. Serve hot.",Seafood,40,"vegetable oil, bacon, flour, onion, cayenne pepper, red pepper, green pepper, okra, bay leaf, canned tomato, prawns, tabasco sauce, salt, black pepper."
Plum filo pockets,"100g/4oz skimmed milk
soft cheese
1 tablespoon muscovado sugar
1/2 teaspoon ground cloves
8 large plums, halved and stoned
8 sheets filo pastry
sunflower oil for brushing
icing sugar, to dust","• Preheat the oven to 220°C/
425°F/Gas mark 7.
• In a small bowl, mix together the
cheese, sugar and cloves.
• Sandwich the plum halves back
together using a spoonful of the
cheese mixture.
• Spread out the pastry, and cut into
16 pieces, each about 23cm/9in
square. Brush one lightly with oil,
and place a second diagonally on
top. Repeat the process with the
remaining squares.
• Put a plum on each pastry square,
and pinch the corners together.
Place on a baking tray. Bake for
15–18 minutes until golden, then
dust with icing sugar. Serve hot.",Desserts,25,"milk, cheese, sugar, clove, plum, sunflower oil"
Apple & blackcurrant pancakes,"100g/4oz plain wholemeal flour
300ml/10fl oz skimmed milk
1 egg, beaten
1 tablespoon sunflower oil
For the filling
450g/1lb cooking apples
225g/8oz blackcurrants
2 tablespoons water
25g/1oz Demerara sugar","• To make the pancake batter, put the flour in a mixing bowl and make a
well in the centre.
• Add a little of the milk with the egg and the oil. Beat the flour into the
liquid, then gradually beat in the rest of the milk, keeping the batter
smooth and free from lumps. Cover the batter and chill while you
prepare the filling.
• Quarter, peel and core the apples. Slice them into a pan and add the
blackcurrants and 2 tablespoons water. Cook over a gentle heat for
10–15 minutes until the fruit is soft. Stir in the sugar.
• Lightly grease a pan with a little sunflower oil. Heat and pour in about
2 tablespoons of the batter, swirl it around and cook for about 1 minute.
Flip the pancake over with a spatula or palette knife, and cook the other
side. Put on a sheet of kitchen paper, and keep hot while cooking the
remaining pancakes.
• To serve, fill the pancakes with the apple and blackcurrant mixture, and
roll them up. Serve hot.",Desserts,20,"flour, milk, egg, sunflower oil, apple, blackcurrant, sugar"
Exotic fruit pancakes,"For the batter
100g/4oz plain flour
pinch of salt
1 egg plus 1 egg yolk
300ml/10fl oz coconut milk
4 teaspoons sunflower oil, plus
extra for frying. For the filling
1 banana
1 papaya
juice of 1 lime
2 passion fruit
1 mango
4 lychees
2 tablespoons honey","• To make the batter, sift the flour and salt into a bowl. Make a well in the
centre, and add the egg, egg yolk and a little of the coconut milk.
Gradually draw the flour into the egg mixture, beating well and slowly
adding the remaining coconut milk to make a smooth batter. Stir in the
4 teaspoons sunflower oil. Cover and chill for 30 minutes
• To make the fruit filling, peel and slice the banana, and peel and slice
the papaya, discarding the seeds. Put the banana and papaya in a
bowl, add the lime juice and mix well.
• Cut the passion fruit in half, and scoop out the pulp and seeds into the
fruit bowl. Peel, stone and dice the mango, and add to the other fruit.
Peel, stone and halve the lychees, and also add to the fruit. Toss through
gently, then stir in the honey.
• Heat a little oil in a 15cm/6in frying pan. Pour in just enough of the
pancake batter to cover the bottom of the pan, and tilt the pan so that
the batter spreads thinly and evenly.
• Cook until the pancake is just set and the underside is lightly browned,
then turn and cook on the other side. Remove from the pan and keep
warm. Repeat with the remaining batter to make a total of 8 pancakes.
• Put a little fruit filling in the centre of each pancake, then roll into a cone.
Serve immediately. ",Desserts,20,"flour, salt, egg, coconut milk, sunflower oil, banana, papaya, lime, passion fruit, mango, lyche, honey"
Fried bananas,"100g/4oz plain flour
1/2 teaspoon bicarbonate of soda
pinch of salt
2 tablespoons sugar
1 egg
2 tablespoons desiccated or
shredded coconut
4 firm bananas
vegetable oil for deep-frying
2 tablespoons clear honey
vanilla ice cream, to serve (optional)","• Sift the flour, bicarbonate of soda and a pinch of salt into a bowl. Stir in
the sugar. Whisk in the egg and just enough water (you will need about
6 tablespoons, added a tablespoon at a time) to make a thin batter.
Whisk in the coconut.
• Heat enough oil for deep-frying in a preheated wok.
• Peel the bananas. Carefully cut each one in half lengthways, then cut in
half widthways. Dip in the batter, then gently drop a few pieces at a
time into the hot oil. Fry until golden brown.
• Remove the bananas from the oil using a slotted spoon, and drain on
kitchen paper. Serve immediately with honey drizzled over and some
vanilla ice cream, if you like. ",Desserts,10,"flour, soda, salt, sugar, egg, coconut, banana, vegetable oil, honey, vanilla ice cream"
Spotted dick,"175g/6oz plain flour
1 teaspoons baking powder
100g/4oz sugar
1 1/2 teaspoons ground ginger
150g/5oz fresh breadcrumbs
50g/2oz sultanas
100g/4oz currants
100g/4oz suet, grated
2 teaspoons finely grated lemon zest
2 eggs, lightly beaten
175ml/6fl oz milk","• Sift the flour, baking powder, sugar and ginger into a large bowl. Add
the breadcrumbs, sultanas, currants, suet and lemon zest. Mix with a
wooden spoon.
• Combine the egg and milk, add to the dry ingredients and mix well.
Add a little more milk if necessary, then set aside for 5 minutes.
• Lay a sheet of baking paper on a work surface, and form the mixture
into a roll shape about 20cm/8in long. Roll up the pudding in the paper
and fold up the ends – but do not wrap too tightly. Wrap in a tea towel,
put it in the top of a steamer, cover and steam for 1 1/2 hours. Do not let
the pudding boil dry – replenish with boiling water if necessary as the
pudding cooks.
• Serve with hot custard or fresh cream.",Desserts,90,"flour, baking powder, sugar, ground ginger, breadcrumbs, sultanas, currants, suet, lemon, egg, milk"
Boozy banana soufflé,"50g/2oz low-fat spread
1 teaspoon artificial
sweetener granules
2 eggs, separated
150ml/5fl oz white rum
4 bananas
4 tablespoons reduced-fat
crème fraîche, to serve","• Preheat the oven to 190°C/375°F/Gas mark 5. Lightly grease a
20cm/8in soufflé dish with low-fat spread.
• Purée the low-fat spread, sweetener, egg yolks, rum and bananas in a
blender or food processor. Whisk the egg whites until stiff, and fold into
the mixture with a metal spoon.
• Turn into the prepared dish, and bake in the oven for about 35 minutes
until risen, golden and just set. Serve hot with the crème fraîche.",Desserts,40,"spread, sweetener granules, egg, white rum, banana, crème fraîche"
Baked apples in honey & lemon,"4 cooking apples
1 tablespoon clear honey
grated zest and juice of 1 lemon
25g/1oz low-fat spread","• Preheat the oven to 180°C/350°F/Gas mark 4.
• Remove the cores from the apples, leaving them whole. With a sharp
knife, cut lines through the skin of the apples at intervals, and put them
in an ovenproof dish.
• Mix together the honey, lemon zest and juice, and low-fat spread.
• Spoon the mixture into the apples, and cover the dish with foil or a lid.
Bake for 40–45 minutes until the apples are tender. Serve hot.",Desserts,30,"apple, honey, zest, lemon, spread"
Hot chocolate custard,"25g/1oz cornflour
25g/1oz cocoa powder
600ml/1pt skimmed milk
artificial sweetener granules or
a little sugar","• Blend the cornflour and cocoa with
a little of the milk in a saucepan.
Stir in the remaining milk. Bring to
the boil and cook for 3 minutes,
stirring until smooth and thick.
• Sweeten with artificial sweetener or
sugar to taste. Serve immediately.",Desserts,20,"cornflour, cocoa powder, milk, sugar, sweetener granules"
Souffléed rice pudding,"50g/2oz short-grain rice
3 tablespoons clear honey
750ml/1 1/4 pt skimmed milk
1/2 teaspoon vanilla essence
2 egg whites
1 teaspoon freshly
grated nutmeg","• Put the rice, honey and milk in a
heavy or non-stick saucepan, and
bring to the boil.
• Reduce the heat, and put the lid on
the pan. Leave to simmer gently for
1–11
⁄4 hours, stirring occasionally to
prevent sticking, until most of the
liquid has been absorbed. Add the
vanilla essence.
• Preheat the oven to 220°C/
425°F/Gas mark 7.
• Put the egg whites in a bowl, and
whisk until they hold soft peaks.
Using a large metal spoon,
carefully fold the egg whites evenly
into the rice mixture, and tip into a
1-litre/13
⁄4pt ovenproof dish.
• Sprinkle with grated nutmeg and
bake for 15–20 minutes until the
pudding is well risen and golden
brown. Serve hot. ",Desserts,45,"rice, honey, milk, vanilla essence, egg, nutmeg"
Apple Charlotte,"900g/2lb cooking apples
100g/4oz caster sugar
150g/5oz butter
juice of 1 lemon
3 tablespoons sieved apricot jam
8 slices white bread","• Preheat the oven to 180°C/350°F/Gas mark 4.
• Peel, core and slice the apples, and put them in a pan with the caster
sugar and 25g/1oz of the butter. Add 3 tablespoons water, cover the
pan and poach gently over a low heat for 10 minutes. Remove the lid,
stir and turn up the heat, continuing to cook until you have a thick purée.
Stir in the lemon juice and apricot jam, and reserve.
• Melt the remaining butter and cut the crusts off the slices of white bread.
Cut the bread into fingers, brush with the butter and use them to line a
20cm/8in mould or soufflé dish. Pour in the apple purée, and cover the
top with more butter-soaked bread.
• Place the dish on a baking sheet, and bake in the oven for 35 minutes
until the top is crisp and golden brown. Allow to cool for 10 minutes
before sliding a palette knife round the edge and turning out onto a
serving dish. Cut into wedges and serve with cream or ice cream.",Desserts,40,"apple, sugar, butter, lemon, apricot jam, bread"
Caramelized apple tarts,"1 pastry sheet from a 375g/13oz
pack puff pastry
100g/4oz white marzipan, chilled
and coarsely grated
4 Braeburn apples, quartered, cored
and sliced
50g/2oz butter
juice of 1 large lemon
25g/1oz Demerara sugar
1/2 teaspoon mixed spice","• Preheat the oven to 200°C/400°F/Gas mark 6. Grease the bottoms of
six 7.5cm/3in individual tartlet tins.
• Roll out the pastry sheet more thinly. Stamp out six 12.5cm/5in rounds
of pastry using a pastry cutter. Use to line the tins, and prick the bases
twice with a fork. Chill for 10 minutes.
• Line the pastry with foil and baking beans. Bake blind for 10 minutes.
Remove the foil and beans, sprinkle in the marzipan and cook for a
further 5 minutes.
• Quarter, core and slice the apples. Heat the butter in a large non-stick
frying pan. Add the apples, lemon juice, sugar and mixed spice, and
cook over a high heat for 5 minutes, turning as needed, until most of the
lemon juice has evaporated and the apples are just tender.
• Pile the apple mixture into the warm pastry cases, then put back in the
oven for 2–3 minutes. Serve the tartlets warm with crème fraîche. ",Desserts,30,"pastry sheet, marzipan, apple, butter, lemon, sugar, mixed spice"
Perfumed pineapple salad,"1 small pineapple
1 tablespoon icing sugar
1 tablespoon orange-flower
water
100g/4oz fresh dates, stoned
and quartered
225g/8oz strawberries, sliced
fresh mint sprigs, to decorate","• Cut the skin from the pineapple
and, using the tip of a vegetable
peeler, remove as many brown
‘eyes’ as possible. Quarter the
pineapple lengthways, remove the
core from each wedge, then slice.
• Lay the pineapple slices in a
shallow serving bowl. Sprinkle with
icing sugar, and drizzle the
orange-flower water over.
• Add the dates and strawberries to
the pineapple, cover and chill for
at least 2 hours, stirring once or
twice. Serve chilled, decorated
with a few mint sprigs.",Desserts,20,"pineapple, sugar, date, strawberry, mint"
Frozen citrus soufflé,"1 tablespoon powdered gelatine
100ml/3 1/2 fl oz very hot water
(not boiling)
3 eggs, separated
100g/4oz caster sugar
grated zest and juice of 1 lemon
grated zest and juice of 1/2 lime
grated zest and juice of 1/2 orange
150ml/5fl oz double or whipping
cream
100g/4oz fromage frais","• Tie a greaseproof paper callar around a 15cm/6in soufflé dish.
• Sprinkle the gelatine into the hot water, stirring well to dissolve. Leave to
stand for 2–3 minutes, stirring occasionally, to give a completely clear
liquid. Leave to cool for 10–15 minutes.
• Meanwhile, whisk the egg yolks and sugar together until very pale and
light in texture. Add the zest and juice from the fruits, mixing well. Stir in
the cooled gelatine liquid, making sure that it is thoroughly mixed in.
• Put the cream in a large chilled bowl, and whip until it holds its shape.
Stir the fromage frais into the cream, mixing it in gently. Fold the cream
mixture into the citrus mixture using a large metal spoon.
• Using a clean whisk, beat the egg whites in a clean bowl until stiff, then
gently fold into the citrus mixture using a metal spoon. Pour the mixture
into the prepared dish. Transfer to the freezer, and freeze for at least
2 hours until firm. Remove from the freezer 10 minutes before serving",Desserts,35,"gelatine, egg, sugar, lemon, lime, orange, whipping cream, fromage frais"
Hazelnut pavlova,"4 egg whites
225g/8oz caster sugar
1 teaspoon distilled malt vinegar
300ml/10fl oz double cream
50g/2oz toasted hazelnuts,
chopped","• Preheat the oven to 130°C/250°F/Gas mark 1
⁄2.
• Mix together the egg whites, sugar and vinegar in a clean grease-free
heatproof bowl, and put over a pan of gently simmering water. Beat
with an electric whisk for 10 minutes or until very stiff and shiny.
• Line a baking sheet with non-stick baking parchment, and spread the
meringue mixture into a rectangle using a metal spatula or palette knife.
Bake for 40 minutes, turn off the oven and leave the meringue inside to
cool completely.
• Whip the cream until it just holds its shape, and spread over the cold
pavlova. Sprinkle with the nuts, and chill for 2–3 hours or overnight. Cut
into thick slices to serve. ",Desserts,40,"egg, sugar, vinegar, cream, hazelnut"
Orange ice cream,"8 oranges
1 lemon
200g/7oz caster sugar
500ml/18fl oz double cream
4 tablespoons Grand Marnier","• Finely grate the zest of the oranges and the lemon, and put in a bowl.
Add the juice of 2 oranges, and leave to steep while preparing the
other ingredients.
• Squeeze the juice of the remaining oranges, combine with the sugar and
cook to reduce to a thick syrup.
• Whip the cream to soft peaks. Stir the steeped juice and zest into the
syrup. Add the juice of the lemon, then stir the syrup into the cream,
which will immediately thicken. Add the Grand Marnier.
• Freeze in a shallow container, stirring every 30 minutes for 4 hours, then
leave overnight to freeze before serving.",Desserts,25,"orange, lemon, sugar, cream, liqueur"
Coeurs à la crème,"225g/8oz cottage cheese
25g/1oz caster sugar
300ml/10fl oz double cream
1 teaspoon lemon juice
2 egg whites, stiffly whisked
150ml/5fl oz single cream","• Press the cottage cheese through a nylon sieve into a bowl. Add sugar
and mix well.
• Whip the cream until stiff, then add the lemon juice. Mix into the cheese
and sugar mixture. Fold in the stiffly whisked egg whites.
• Spoon the mixture into four or six individual moulds. Refrigerate
overnight. Serve with the single cream and/or fresh fruit.",Desserts,30,"cottage cheese, sugar, double cream, lemon, egg, cream"
Blueberry trifle,"350g/12oz Madeira cake, cut
into cubes
175ml/6fl oz white wine
125ml/4fl oz elderflower cordial
3 tablespoons blueberry
conserve
500g/1lb 2oz custard
250ml/9fl oz double cream
100g/4oz blueberries
1 tablespoon pistachio nuts,
finely chopped","• Put the cake into a 2.4-litre/4pt
glass serving bowl. Mix the wine
with 2 tablespoons of the cordial,
and pour over the cake.
• Dot the blueberry conserve over
the cake, then pour the custard on
top. Whip the cream into soft
peaks, then fold in the remaining
cordial and half of the blueberries.
Add to the trifle.
• Cover and chill overnight. Scatter
with the nuts and remaining
blueberries before serving.",Desserts,25,"madeira cake, wine, elderflower cordial, blueberry, custard, double cream, pistachio"
Chocolate charlotte,"22 boudoir biscuits
4 tablespoons orange-flavoured
liqueur such as Cointreau
250g/9oz dark chocolate (at least
70% cocoa solids), melted
150ml/5fl oz double cream
4 eggs, separated
150g/5oz caster sugar","• Line the bottom of a charlotte mould or a deep 18cm/7in round cake tin
with a piece of baking parchment.
• Put the boudoir biscuits on a non-reactive tray, and sprinkle with half of
the orange-flavoured liqueur. Use to line the sides of the mould or tin,
trimming if necessary to make a tight fit.
• Mix the chocolate with the double cream in a bowl, and beat in the egg
yolks. Whisk the egg whites in a large bowl until standing in stiff peaks,
then gradually add the caster sugar, whisking until stiff and glossy.
• Carefully fold the egg whites into the chocolate mixture in two batches,
taking care not to knock out the air. Pour into the centre of the mould,
and trim the biscuits so they are level with the chocolate mixture. Chill
for at least 5 hours before serving.",Desserts,40,"biscuit, liqueur, chocolate, double cream, egg, sugar"
Raspberry mousse,"3 teaspoons powdered gelatine
225g/8oz vanilla yogurt
400g/14oz fromage frais
4 egg whites
300g/11oz fresh raspberries,
mashed","• Put 1 tablespoon hot water in a
small heatproof bowl, sprinkle the
gelatine over the top and leave
until spongy. Bring a small pan of
water to the boil, remove from the
heat and put the bowl into the pan.
The water should come halfway
up the side of the bowl. Stir the
gelatine until dissolved.
• In a large bowl, stir the vanilla
yogurt and fromage frais together
to combine, then add the cooled
gelatine and mix well.
• Using an electric beater, beat the
egg whites until stiff peaks form,
then fold through the yogurt
mixture until just combined.
• Gently fold the raspberries through
the mixture. Chill for several hours
before serving.",Desserts,25,"gelatine, yogurt, fromage frais, egg, raspberry"
Crème caramel,"175g/6oz granulated sugar
750ml/1 1/4pt milk
75g/3oz caster sugar
4 eggs
1 teaspoon vanilla essence","• Preheat the oven to 160°C/325°F/Gas mark 3. Brush eight
125ml/4fl oz ramekins or moulds with melted butter.
• Put the granulated sugar and 50ml/2fl oz water in a pan. Stir over a
low heat until the sugar has dissolved. Bring to the boil, reduce the heat
and simmer until the mixture turns golden and starts to caramelize.
Remove from the heat immediately, and pour enough hot caramel into
each ramekin to cover the bottom.
• To make the custard, heat the milk in a pan over a low heat until almost
boiling. Remove from the heat. Whisk together the caster sugar, eggs
and vanilla essence for 2 minutes, then stir in the warm milk. Strain the
mixture into a jug, and carefully pour into the ramekins.
• Put the ramekins in a baking dish, and pour in enough boiling water to
come halfway up the sides of the ramekins. Bake for 30 minutes or until
the custard is set. Allow to cool, and refrigerate for at least 2 hours
before serving.",Desserts,40,"sugar, milk, egg, vanilla essence"
